source,video_id,author,text,published_at,like_count,sentiment,raw_score,scaled_score,benchmark,confidence,fetched_at
youtube,-5nI1t5vREA,@shashwatpanda4,"He deserves it, middle class people bought that with their hard earned money and later knowing the reality and arrogant technicians, managers of company.",2025-11-19T14:35:56Z,0,Negative,-1,0.0,10,0.6588,2026-02-21T09:38:11.958091
youtube,-5nI1t5vREA,@pratapkverma6704,"I don't get one thing. Why these youtubers continue to bash Ola when for past one or two years, they have been repairing their image by launching actually good scooters designed for indian roads and service centers are getting better accross regions. I myself am an Ola scooter owner (the latest model) and its phenominal. Just wait for a turnaround story.",2025-11-18T18:00:57Z,0,Negative,-1,0.0,10,0.5792,2026-02-21T09:38:12.100305
youtube,-5nI1t5vREA,@showmickchandramitra6966,Bhavesh agarwal is just like arvind kejriwal,2025-11-15T15:38:35Z,1,Negative,-1,0.0,10,0.381,2026-02-21T09:38:12.176258
youtube,-5nI1t5vREA,@kmkv3647,Bhavesh agarwal oka kukka,2025-11-15T04:42:00Z,0,Positive,1,10.0,10,0.4042,2026-02-21T09:38:12.250360
youtube,-5nI1t5vREA,@sv8211,"So Instead of blaming the roads, we blame the company.",2025-11-14T13:50:48Z,0,Negative,-1,0.0,10,0.4884,2026-02-21T09:38:12.345213
youtube,-5nI1t5vREA,@user-ft6ji4nx8u,Bro called himself indian Elon musk 🤡,2025-11-12T17:48:18Z,0,Negative,-1,0.0,10,0.7108,2026-02-21T09:38:12.413482
youtube,-5nI1t5vREA,@prabhatjain9274,Totally fraudulent company and highly arrogant Onwer and customer care,2025-11-11T13:43:15Z,0,Negative,-1,0.0,10,0.96,2026-02-21T09:38:12.484302
youtube,-5nI1t5vREA,@dm2060,"Let's not pretend Ola was his idea. He was copying Uber. At least Rapido created the driver side subscription model, ola didn't do anything original.",2025-11-11T11:48:00Z,0,Negative,-1,0.0,10,0.5295,2026-02-21T09:38:12.582362
youtube,-5nI1t5vREA,@vaibhavsingh4200,ये कौन 20% है जो आज भी ओला का स्कूटर ले रहे है? भगवान उन्हें सद्बुद्धि दे।,2025-11-10T12:00:50Z,0,Negative,-1,0.0,10,0.4796,2026-02-21T09:38:12.697989
youtube,-5nI1t5vREA,@TheboredConsultant,Wannabe Elon musk…or I say melon chusk,2025-11-10T08:17:28Z,0,Neutral,0,5.0,10,0.5719,2026-02-21T09:38:12.771131
youtube,-5nI1t5vREA,@theRedBarron-s9z,"Mid finger salute to Bhavish Aggarwal. Such a narcissistic asshole. Hope everyone leaves his company soon and make him a single man company.

People like these are the true definition of “bloody blood sucking capitalists”.",2025-11-09T08:44:34Z,0,Negative,-1,0.0,10,0.9448,2026-02-21T09:38:12.915078
youtube,-5nI1t5vREA,@salimraja6991,Life is always some mistakes and failures in life. Don't blame. U want courage to start startups,2025-11-09T04:30:26Z,0,Negative,-1,0.0,10,0.4482,2026-02-21T09:38:13.010368
youtube,-5nI1t5vREA,@knowknowknowknowknow,Never underestimate a man who over estimates himself... Wait and watch another video soon... How OLA grew to be a undisputable auto giant...,2025-11-08T12:25:09Z,0,Negative,-1,0.0,10,0.387,2026-02-21T09:38:13.119043
youtube,-5nI1t5vREA,@syams84,Very soon ola will be shown it's place,2025-11-08T02:23:59Z,0,Neutral,0,5.0,10,0.5577,2026-02-21T09:38:13.209317
youtube,-5nI1t5vREA,@JuliousBehera,Ola company ko band kardiya bhi,2025-11-03T10:54:32Z,0,Negative,-1,0.0,10,0.4399,2026-02-21T09:38:13.279421
youtube,-5nI1t5vREA,@hrnair66,Ye chutia old video abi kyom publish karre? Few are literally after ola to tarnish his business,2025-11-01T01:24:56Z,1,Negative,-1,0.0,10,0.5672,2026-02-21T09:38:13.371221
youtube,-5nI1t5vREA,@it1970,He probably thinks problems will go away if he just keeps ignoring it or Ola is too big to fall but that will be their downfall.,2025-10-29T20:34:34Z,0,Negative,-1,0.0,10,0.8706,2026-02-21T09:38:13.493155
youtube,-5nI1t5vREA,@tronaldump001,"Bhavish is a classical case of arrogance, over confidence and greed",2025-10-27T11:19:49Z,0,Negative,-1,0.0,10,0.9244,2026-02-21T09:38:13.582099
youtube,-5nI1t5vREA,@srt_yt,Other companies growth is the main reason for OLA's downfall,2025-10-27T09:06:33Z,0,Negative,-1,0.0,10,0.8538,2026-02-21T09:38:13.679036
youtube,-5nI1t5vREA,@uuuu39,"No one beat Ola, wait 1 to 2 years after compare",2025-10-24T08:14:59Z,2,Neutral,0,5.0,10,0.597,2026-02-21T09:38:13.766128
youtube,-5nI1t5vREA,@sonfire1,"OLA made peoples take loans for Cab then slash all the incentives so all of them have to.sell there assets to.pay emis,
He will sure go to hell, he have distroyed many life's.",2025-10-24T05:00:03Z,1,Negative,-1,0.0,10,0.8704,2026-02-21T09:38:13.883272
youtube,-5nI1t5vREA,@ishqraja143,Chepputho kottali veedini all ola customers.,2025-10-18T12:30:06Z,0,Negative,-1,0.0,10,0.3944,2026-02-21T09:38:13.966687
youtube,-5nI1t5vREA,@rajuanil1001,Bhavesh is one scammer who living with blood money from common people and his ambition is to still make more money and run away with it hahaha,2025-10-17T06:28:08Z,0,Negative,-1,0.0,10,0.6275,2026-02-21T09:38:14.056142
youtube,-5nI1t5vREA,@Doctorcycle,"He forked up indian Uber, he stickered an european scooter, he tried to sticker AI and got caught 

He is not that great at copying/stickering imo😢",2025-10-12T08:11:30Z,0,Negative,-1,0.0,10,0.894,2026-02-21T09:38:14.152119
youtube,-5nI1t5vREA,@26herbs47,"Bhavesh is very successfull
 For every scooter sold for 1.50 lacs the company valuation grows by 1.5 lacs.",2025-10-10T05:40:44Z,0,Positive,1,10.0,10,0.6451,2026-02-21T09:38:14.240836
youtube,-5nI1t5vREA,@Mrweirdomanable,"""Bhavish saw taking cabs in India was a nightmare"" vs ""Bhavish copied Uber's model and changed the name""",2025-10-09T21:03:08Z,0,Negative,-1,0.0,10,0.7422,2026-02-21T09:38:14.340899
youtube,-5nI1t5vREA,@butter-i4k,Indian startups are waste. Their focus is to just get another series.,2025-10-04T13:12:14Z,0,Negative,-1,0.0,10,0.9106,2026-02-21T09:38:14.439389
youtube,-5nI1t5vREA,@swarupnayak850,"Pathetic OLA Service.

Mine lying dead in service centre for last 70 days..

Still under warranty...",2025-10-02T00:22:32Z,0,Negative,-1,0.0,10,0.9508,2026-02-21T09:38:14.528288
youtube,-5nI1t5vREA,@abhijeet00i7,Sorry to say this is the first video from your channel that I have disliked instead of like and share because of incomplete research and facts.you didn't mention darker side of it.,2025-10-01T17:54:09Z,0,Negative,-1,0.0,10,0.9144,2026-02-21T09:38:14.652191
youtube,-5nI1t5vREA,@manasmahapatra4659,"Fastest service y 4month in service center not Reddy parts not available so please don't purchased any ola OD02CG7109

Sat 10:40 pm

Ola scuty number 1 frud company 
Ola is harassment company 
Ola is a bigest schm company 
Ola is a not resel use company 
Ola is a bigest thip company 
Ola is a use &through company.
Ola scuty parts not available company. Thanks Ola Service 
Please don't 🙏 purchased any ola company scuty my scuty
Ola s1 pro OD02CG7109 100 DAYS NOT SERVICE, 1000 scuty + PARTS NOT AVAILABLE IN BHUBANESWAR ODISHA
Thank you",2025-09-24T14:45:08Z,0,Negative,-1,0.0,10,0.5474,2026-02-21T09:38:14.860104
youtube,-5nI1t5vREA,@Mrgocool_1155,CEO is not a good chap,2025-09-22T02:05:02Z,0,Negative,-1,0.0,10,0.9272,2026-02-21T09:38:14.953158
youtube,-5nI1t5vREA,@SunilGupta-tg1ww,"Did he have a realisation, or a foreign copy",2025-09-21T04:11:44Z,0,Neutral,0,5.0,10,0.7751,2026-02-21T09:38:15.039315
youtube,-5nI1t5vREA,@Krissnow-f2l,I dont understand this idiot idea😂😂 he can release new vehicle by manufacturing but cant give proper service with proper spare parts 😂😂😂 he doesn't even knkw the value of his own company.. if he can fix the service ola can be best of best vehicle in india,2025-09-21T03:07:40Z,0,Negative,-1,0.0,10,0.6669,2026-02-21T09:38:15.173005
youtube,-5nI1t5vREA,@Revenox,"Innovation ❌
Copy of Uber ✅",2025-09-19T09:23:09Z,0,Neutral,0,5.0,10,0.7087,2026-02-21T09:38:15.240247
youtube,-5nI1t5vREA,@hellomr.respect8743,Fuck ola electric,2025-09-17T12:04:05Z,1,Negative,-1,0.0,10,0.6672,2026-02-21T09:38:15.330333
youtube,-5nI1t5vREA,@aniketprasad3128,Taking ola is also a tough job,2025-09-16T14:07:23Z,0,Negative,-1,0.0,10,0.6366,2026-02-21T09:38:15.420403
youtube,-5nI1t5vREA,@IAmA-D,"e access? 

 ""Indian electric vehicles companies"". Ola Electric Ather Energy Chetak these GANGS sells GARBAGE and LOOT money. Bring e access as fast as possible. I've access 125 it's still running without any issues. So I want to test Suzuki Motorcycle India",2025-09-15T13:25:45Z,0,Negative,-1,0.0,10,0.6836,2026-02-21T09:38:15.548290
youtube,-5nI1t5vREA,@NanakAadJugaad,"People working with Bhavesh has spoken about his arrogant, abusive behaviour with his employees. Uninstalled ola app for my good friends and promised myself even if I’d have to walk never will choose ola or its products even! Right decision in all ways! 😊",2025-09-10T16:40:40Z,0,Negative,-1,0.0,10,0.3704,2026-02-21T09:38:15.675244
youtube,-5nI1t5vREA,@AditiBelakuAdmin,Bhavesh guy is a joker😂,2025-09-09T15:34:23Z,0,Negative,-1,0.0,10,0.6907,2026-02-21T09:38:15.744613
youtube,-5nI1t5vREA,@RidhaaRaza,Product is key marketing is not were smart money goes its done to luare the heard,2025-09-08T00:57:18Z,0,Neutral,0,5.0,10,0.5571,2026-02-21T09:38:15.826958
youtube,-5nI1t5vREA,@ILoveMartyrPleasedatememartyr,DO NOT REDEEM THE CARD,2025-09-06T05:20:43Z,0,Negative,-1,0.0,10,0.8841,2026-02-21T09:38:15.886304
youtube,-5nI1t5vREA,@kalrat1000,Taking Cab from Ola is still a nightmare no customer support provided by them,2025-08-31T00:37:14Z,0,Negative,-1,0.0,10,0.9357,2026-02-21T09:38:15.965067
youtube,-5nI1t5vREA,@rajsuman9284,Bhavesh is a copycat. Fraud.   Don't make him great.. it's bullshit..,2025-08-28T21:37:24Z,0,Negative,-1,0.0,10,0.93,2026-02-21T09:38:16.042318
youtube,-5nI1t5vREA,@VaibhavSharma-l4b,When was Bhavish ever a hero? Ola was always pathetic!!,2025-08-27T17:54:39Z,0,Negative,-1,0.0,10,0.8995,2026-02-21T09:38:16.117305
youtube,-5nI1t5vREA,@Slimshady68356,"He is indain version of elon musk ,but with ambition not with vision.",2025-08-27T05:37:31Z,0,Neutral,0,5.0,10,0.4014,2026-02-21T09:38:16.197069
youtube,-5nI1t5vREA,@mayank1846,Ather is much better than Ola,2025-08-26T17:33:47Z,0,Positive,1,10.0,10,0.6315,2026-02-21T09:38:16.257873
youtube,-5nI1t5vREA,@atpeacewithall,"Bhavesh doesn't have an eye for details. 
The big picture can motivate and get things done but efficiency and effectiveness are achieved by meticulous hard work.",2025-08-26T13:59:59Z,0,Positive,1,10.0,10,0.5062,2026-02-21T09:38:16.362003
youtube,-5nI1t5vREA,@ArunBabu-y1e,Now getting ola electric serviced is terrific!,2025-08-24T13:49:42Z,0,Positive,1,10.0,10,0.889,2026-02-21T09:38:16.445235
youtube,-5nI1t5vREA,@bhaweshpant533,Terrible service and very bad product,2025-08-24T10:36:38Z,0,Negative,-1,0.0,10,0.9456,2026-02-21T09:38:16.503408
youtube,-5nI1t5vREA,@k.raghuramchakravorthy6047,"The schadenfreude I get on seeing Bhavish is just too good. Guy had a company with one of the worst work cultures in the entire country, coupled with his ruthlessness and arrogance. I hope he makes a comeback, yes, but once he's humbled.",2025-08-23T12:03:35Z,0,Negative,-1,0.0,10,0.7628,2026-02-21T09:38:16.614500
youtube,-5nI1t5vREA,@PrinceDelhi86,https://youtu.be/qhUKI1JYQg8  ola dead in 10 days,2025-08-22T09:11:46Z,0,Neutral,0,5.0,10,0.6118,2026-02-21T09:38:16.706004
youtube,-5nI1t5vREA,@esantosh5208,They are at the starting stage. It takes some time,2025-08-22T06:14:10Z,0,Neutral,0,5.0,10,0.7572,2026-02-21T09:38:16.775247
youtube,-5nI1t5vREA,@humanoid4you,Buying ola is like suicide,2025-08-20T21:36:50Z,0,Negative,-1,0.0,10,0.8543,2026-02-21T09:38:16.843222
youtube,-5nI1t5vREA,@the_faraaz,Ola is gonna be the next Byju's of India,2025-08-19T07:12:44Z,0,Neutral,0,5.0,10,0.6857,2026-02-21T09:38:16.916300
youtube,-5nI1t5vREA,@SK-YOUHUB,Close the company no serivce after sale all are rowdies at service center unprofessional peoples,2025-08-18T09:42:36Z,0,Negative,-1,0.0,10,0.9233,2026-02-21T09:38:16.995369
youtube,-5nI1t5vREA,@freedomfromlies,"Bhadvish Gutterwal is a slave driver who believes that employees should work 24/7 for HIS ""vision."" 


His vision is nothing but forking already existing ideas into a cheap copy and introducing them to the indian market. Dude is but an Elon Musk cosplayer (shitty choice). 

Dude does not believe in accountability and work life balance- thus he needs to bite the bullet.",2025-08-17T20:45:15Z,0,Negative,-1,0.0,10,0.8997,2026-02-21T09:38:17.133215
youtube,-5nI1t5vREA,@ChickensareDragons,Dude why are you everywhere? I didn't even subscribe.,2025-08-17T02:07:15Z,0,Negative,-1,0.0,10,0.8957,2026-02-21T09:38:17.212294
youtube,-5nI1t5vREA,@IRL_Spandan,Comment mein bohot sare OLA owners dikh rahe hain 😂😂😂😂...... OLA is just a waste of money,2025-08-16T04:04:26Z,0,Negative,-1,0.0,10,0.7866,2026-02-21T09:38:17.293137
youtube,-5nI1t5vREA,@RishabhBishnoi-j3d,"He works 20 hours per day, 7 days a week. 😂😂😂 Such people are liars, and want slavery or forced labour.",2025-08-15T18:49:42Z,0,Negative,-1,0.0,10,0.8758,2026-02-21T09:38:17.390093
youtube,-5nI1t5vREA,@askcompliance,"Yep, SAD ola owner",2025-08-15T10:24:25Z,0,Negative,-1,0.0,10,0.8971,2026-02-21T09:38:17.467283
youtube,-5nI1t5vREA,@randomvideoz108,European scooters?? We have the best scooters in the world in India itself. Stupid decision.,2025-08-15T07:09:16Z,0,Negative,-1,0.0,10,0.7819,2026-02-21T09:38:17.549821
youtube,-5nI1t5vREA,@fbkensarhd5279,Inferior Euro peeing scooters,2025-08-15T00:32:23Z,0,Neutral,0,5.0,10,0.3856,2026-02-21T09:38:17.622508
youtube,-5nI1t5vREA,@edwinharvey2226,Ola taxi was a copy cat idea of uber and ev simply unworthy.. see how Ather took their own time to become a successful brand,2025-08-13T18:17:07Z,0,Negative,-1,0.0,10,0.8733,2026-02-21T09:38:17.722539
youtube,-5nI1t5vREA,@prathameshpimputkar,Bhavesh just copied Uber not any new idea. OLA electric is just rebranded chinese scooters. So its just a copycat not a new idea,2025-08-12T18:12:00Z,0,Negative,-1,0.0,10,0.7669,2026-02-21T09:38:17.813553
youtube,-5nI1t5vREA,@aavinashchaliha7810,"These are basic marketing skills. And they overlooked them, why?",2025-08-08T17:38:34Z,0,Negative,-1,0.0,10,0.8665,2026-02-21T09:38:17.889948
youtube,-5nI1t5vREA,@DomainOfChildren,Fraud hai yeh admi,2025-08-08T12:02:17Z,0,Negative,-1,0.0,10,0.727,2026-02-21T09:38:17.962648
youtube,-5nI1t5vREA,@samreenb6616,Comparing rapido and ola the prices of ola booking has also gone up comparatively,2025-08-06T06:58:46Z,0,Neutral,0,5.0,10,0.565,2026-02-21T09:38:18.044359
youtube,-5nI1t5vREA,@FreeBrosman,"Chasing success, not building success.",2025-08-05T04:24:59Z,0,Neutral,0,5.0,10,0.5555,2026-02-21T09:38:18.100920
youtube,-5nI1t5vREA,@bharath_mangalore,If this guy focus on service then nobody can stop ola,2025-08-02T17:22:05Z,1,Neutral,0,5.0,10,0.3926,2026-02-21T09:38:18.176299
youtube,-5nI1t5vREA,@jeevansonawane1603,Don't buy ola west of money chutiya series,2025-08-02T01:48:18Z,0,Negative,-1,0.0,10,0.6149,2026-02-21T09:38:18.258421
youtube,-5nI1t5vREA,@ytuser7661,He should probably shut his mouth,2025-08-01T13:45:49Z,0,Negative,-1,0.0,10,0.837,2026-02-21T09:38:18.319100
youtube,-5nI1t5vREA,@kevinfernandez9999,I chose ather over ola. The best decision i ever made 😂,2025-07-31T18:57:57Z,0,Positive,1,10.0,10,0.8807,2026-02-21T09:38:18.396321
youtube,-5nI1t5vREA,@xyzTheTruth,"My Ola S1 Pro Gen 1 is still stuck in Nagpur's Service Center for almost 2 month's now!! I am fed up of this scammer , lier , arrogant , thief mindset Ola people!!",2025-07-31T18:46:57Z,1,Negative,-1,0.0,10,0.9468,2026-02-21T09:38:18.506069
youtube,-5nI1t5vREA,@Oceansta,startup hero? anyone can do a cash burn business.,2025-07-31T12:57:05Z,0,Neutral,0,5.0,10,0.7066,2026-02-21T09:38:18.585321
youtube,-5nI1t5vREA,@lenrox007,Please dont forget or negate Kamra’s contribution in showing arrogant Bhavish his place!,2025-07-30T18:22:22Z,0,Negative,-1,0.0,10,0.6609,2026-02-21T09:38:18.677238
youtube,-5nI1t5vREA,@Balinformative,Quality is also matters 😂😂😂,2025-07-30T16:23:28Z,0,Neutral,0,5.0,10,0.6619,2026-02-21T09:38:18.745319
youtube,-5nI1t5vREA,@madhugj8645,This Shameless rascal Bhavish agarwal said he only employ women in Ola company.,2025-07-30T06:45:15Z,0,Negative,-1,0.0,10,0.8163,2026-02-21T09:38:18.826045
youtube,-5nI1t5vREA,@arastutomar40,Technically poor road mgmt and government corruption ate this brilliant 💡,2025-07-29T15:05:29Z,0,Negative,-1,0.0,10,0.7728,2026-02-21T09:38:18.908946
youtube,-5nI1t5vREA,@jeevanmathew7268,An incomplete and incompetent product. Seems like everything Bhavesh Agarwal designs is flawed including Ola cabs.,2025-07-29T10:35:30Z,0,Negative,-1,0.0,10,0.9286,2026-02-21T09:38:18.997905
youtube,-5nI1t5vREA,@satyach1263,Complete bs. It wa intentionally cheating. Fact he was not convicted or behind bars only speaks of the corruption in the country. Poor Uber and Ola drivers dreaming this spent lakhs. Crook !,2025-07-28T18:56:50Z,0,Negative,-1,0.0,10,0.9494,2026-02-21T09:38:19.100416
youtube,-5nI1t5vREA,@AkashAllahabadi7,"Mercedes waali Ola 😆
Waah bhaiyaji waah 🤭",2025-07-28T08:13:52Z,0,Positive,1,10.0,10,0.5228,2026-02-21T09:38:19.178855
youtube,-5nI1t5vREA,@Alucardd-v1e,That accent is unacceptable bro.,2025-07-27T15:52:55Z,0,Negative,-1,0.0,10,0.9588,2026-02-21T09:38:19.237902
youtube,rRbqOK19cM0,@parasthakur8442,Touchings your phone evertime irritates..,2026-02-19T12:23:58Z,0,Negative,-1,0.0,10,0.9332,2026-02-21T09:38:20.128286
youtube,rRbqOK19cM0,@music-vd2dl,Quality of Indian engineering 😂,2026-02-17T23:37:21Z,0,Positive,1,10.0,10,0.5743,2026-02-21T09:38:20.203332
youtube,rRbqOK19cM0,@clovernikki7312,"Right now, as I'm watching this video, my Ola scooter is sitting outside my house, not turning on.i can't even restart",2026-02-09T04:57:32Z,0,Negative,-1,0.0,10,0.8008,2026-02-21T09:38:20.290082
youtube,rRbqOK19cM0,@naninani9155,"PLEASE DON'T BUY OLA ELECTRIC SCOOTY, i bought OLA that is biggest mistake i have done in My life, since i bought it lots of issues but the service is nightmare such a worst experience for me, employees in service centre are very rude , pls DON'T BUY OLA , i am suffering alot, you can't....",2026-02-05T18:06:32Z,0,Negative,-1,0.0,10,0.944,2026-02-21T09:38:20.422782
youtube,rRbqOK19cM0,@Hs-cd9et,Paid,2026-02-04T07:49:34Z,0,Negative,-1,0.0,10,0.4082,2026-02-21T09:38:20.465086
youtube,rRbqOK19cM0,@SpRideAndReview,"ओला बहुत बढ़ी स्कैमर कंपनी है । ये अपने वर्कर मैकेनिक को निकाल रहे है हर सर्विस सेंटर में कई सैकड़ो न्यू स्कूटर बिगड़े पढ़े है सैड रहे है धूल खा रहे है । बेचारे आम आदमी emi पर इन्हें उधर लेकर पैसे दिए है  स्कूटर के बदले ।

भावेश अग्रवाल पर तुरंत कानूनी कार्यवाही होनी चाहिए । जेल में डालना चाहिए । सर्विस सेंटर वाले न सर्विस करते है , न कॉल रिसीव कराटे है न ही रिप्लाई करते है । इंडियन कंपनी के नाम पर कलंक है ओला",2026-02-03T13:55:25Z,0,Negative,-1,0.0,10,0.6035,2026-02-21T09:38:20.605228
youtube,rRbqOK19cM0,@rajatpanchal7988,"Ola bahut bekkar h , don't buy ola, Bhawesh agarwal ko company ka experience nhi h",2026-02-01T04:49:49Z,0,Negative,-1,0.0,10,0.5598,2026-02-21T09:38:20.687383
youtube,rRbqOK19cM0,@RajeshKumar-dm3xd,mELON MusK,2026-01-28T05:29:28Z,0,Neutral,0,5.0,10,0.5286,2026-02-21T09:38:20.747060
youtube,rRbqOK19cM0,@juggernaut6199,These youtubers don't do anything unless they're paid.,2026-01-27T07:53:34Z,0,Negative,-1,0.0,10,0.5714,2026-02-21T09:38:20.820292
youtube,rRbqOK19cM0,@DaredevilTech,I take ola to create camping videos in forest and I don't regret,2026-01-25T18:20:41Z,0,Positive,1,10.0,10,0.5906,2026-02-21T09:38:20.896186
youtube,rRbqOK19cM0,@sujitwarrier4857,Why are you surprised? The CEO is a wanna be Elon Musk who is a scammer himself.,2026-01-20T01:17:58Z,0,Negative,-1,0.0,10,0.892,2026-02-21T09:38:20.976010
youtube,rRbqOK19cM0,@bijusenaoo7,Ola should earn from repair and maintenance.,2026-01-14T13:42:21Z,0,Neutral,0,5.0,10,0.5374,2026-02-21T09:38:21.032466
youtube,rRbqOK19cM0,@BKB_Shorts12,"Bro can you make a video on hub motor of ola s1x gen2 , the new hub motor, does ola giving warranty on its new hub motor after warranty expired if purchase,can you find some information on hub motor cost specs and power, please make a video on this 😢",2026-01-11T19:37:18Z,0,Neutral,0,5.0,10,0.5755,2026-02-21T09:38:21.144162
youtube,rRbqOK19cM0,@aadithebunnylover3678,Oneday the dream of these Draculas to make people work for 70 hours will burn to ashes just like their startups 🤞,2026-01-08T07:19:46Z,0,Positive,1,10.0,10,0.4264,2026-02-21T09:38:21.225908
youtube,rRbqOK19cM0,@meetjadav403,ego of the founder,2025-12-31T14:36:27Z,0,Negative,-1,0.0,10,0.4932,2026-02-21T09:38:21.290857
youtube,rRbqOK19cM0,@Raoof1184,"Hopefully the whole of country will ban ola ev, it's a use and throw scooter.",2025-12-28T04:46:32Z,0,Negative,-1,0.0,10,0.7785,2026-02-21T09:38:21.365116
youtube,rRbqOK19cM0,@boldschool6308,Calling Kunal kamra a comedian is a joke on you man,2025-12-22T07:43:29Z,0,Negative,-1,0.0,10,0.8533,2026-02-21T09:38:21.436437
youtube,rRbqOK19cM0,@Svahan-q9c,"2:56 Bangalore is in Karnataka, not Tamil Nadu. Get your facts right.",2025-12-21T16:14:23Z,2,Neutral,0,5.0,10,0.6278,2026-02-21T09:38:21.512303
youtube,rRbqOK19cM0,@rajchheda6947,"Took the test ride in 2022, so glad I didn't buy it. Went for Activa 6g and not regretting it!",2025-12-19T14:03:59Z,0,Positive,1,10.0,10,0.6792,2026-02-21T09:38:21.602295
youtube,rRbqOK19cM0,@blitz1nithin,Bhavesh is the Ghandhiji of 21st century. He used nationalism to fool indians into buying european garbage EV,2025-12-19T05:23:05Z,0,Negative,-1,0.0,10,0.7889,2026-02-21T09:38:21.695220
youtube,rRbqOK19cM0,@YasiramPapu,Bhavesh ko chorahe pe khada karke khoob galiyan do to shayad kuch ho,2025-12-18T14:41:19Z,0,Positive,1,10.0,10,0.3572,2026-02-21T09:38:21.772058
youtube,rRbqOK19cM0,@souravbanerjee4833,New Ola scooter technical fault happened thrice at the time of delivery to the customer. So think again and again what happen with us if scooter malfunction on the middle of the highway and my personal opinion it's a life risk scooter which made in Ola future factory.😢😢😢,2025-12-18T08:11:14Z,0,Negative,-1,0.0,10,0.9075,2026-02-21T09:38:21.893089
