source,video_id,author,text,published_at,like_count,sentiment,raw_score,scaled_score,benchmark,confidence,fetched_at
youtube,cOLHS3kY8xY,@sayantansb,infosys has always been a poor payer.. no one should join infy/tcs/wipro as a fresher,2025-05-30T21:51:20Z,1,Negative,-1,0.0,5,0.9433,2026-02-21T09:46:52.369243
youtube,cOLHS3kY8xY,@manasranjan7894,Bhai achi hike dete hain experience walon ko,2025-04-22T11:57:45Z,0,Positive,1,5.0,5,0.4383,2026-02-21T09:46:52.448524
youtube,cOLHS3kY8xY,@Eagle_rok,Infosys mein Ca ki salary kitni hoti hai??,2025-04-18T17:00:08Z,0,Neutral,0,2.5,5,0.5173,2026-02-21T09:46:52.532171
youtube,cOLHS3kY8xY,@abheekbhowmik,tum 30% ko 30x likhoge to bhai tumhara increment bhi rok dena chahiye,2025-04-17T13:24:00Z,0,Negative,-1,0.0,5,0.4063,2026-02-21T09:46:52.631506
youtube,cOLHS3kY8xY,@ShivamAgrahari-b4v,Are bhaiya ceo keval ek hi hai but employee to Lakho hain na,2025-03-27T06:44:26Z,0,Negative,-1,0.0,5,0.4135,2026-02-21T09:46:52.718277
youtube,cOLHS3kY8xY,@timezone1991,Kaha par modi abhi,2025-03-24T11:18:27Z,0,Negative,-1,0.0,5,0.4203,2026-02-21T09:46:52.800666
youtube,cOLHS3kY8xY,@roger.529,https://youtube.com/shorts/p9IRu6qOaQk?si=8hXAQyTwPRNTUBnb,2025-03-15T09:05:45Z,0,Neutral,0,2.5,5,0.7243,2026-02-21T09:46:52.899444
youtube,cOLHS3kY8xY,@sarthaktrivedi6584,Sabhi companies ka yehi haal even product based bhi aisi ho rahi hai,2025-03-11T10:20:32Z,0,Neutral,0,2.5,5,0.3746,2026-02-21T09:46:52.984183
youtube,cOLHS3kY8xY,@thomaskoshy1829,Aur thume kitna chahiye ? Kanjoos Narayan Murthy will give you 100% percent increase !,2025-03-02T04:48:24Z,0,Positive,1,5.0,5,0.4022,2026-02-21T09:46:53.066259
youtube,cOLHS3kY8xY,@sunilkumardupakuntla8837,"Obviously I treat salary growing at topline but not across only is a bad thing.  Though leadership has vision it is the employees who has been helping him to realise it.

Govt should bring in a rule on the minimum wage hike should be atleast the average inflation in the market.",2025-02-24T09:50:27Z,0,Negative,-1,0.0,5,0.7925,2026-02-21T09:46:53.196578
youtube,cOLHS3kY8xY,@AyushKumarjha-e7n,Narayan Murthy or inke wife aise treat karte hai ki bahut ground to earth and wahi dusre tarah istrah ka bhad bhao,2025-02-22T09:23:17Z,0,Positive,1,5.0,5,0.3608,2026-02-21T09:46:53.307119
youtube,cOLHS3kY8xY,@dipikeshDcosta,"Top employee be like :- kam mat karo,bass kam ka credit aapne naam karo 😂😂😂😂😂
Salary increment ka raaj 😂😂😂",2025-02-20T14:38:07Z,1,Neutral,0,2.5,5,0.3522,2026-02-21T09:46:53.431276
youtube,cOLHS3kY8xY,@pratikpatel3264,Nae ae logo ko ae lagta he ki company sirf vo log hi chala rahe he isaliye niche valo ki nae badhati,2025-02-14T09:16:21Z,0,Negative,-1,0.0,5,0.3876,2026-02-21T09:46:53.533294
youtube,cOLHS3kY8xY,@Market_Decode_0,30% and 30X 💀💀💀,2025-02-12T12:41:15Z,0,Negative,-1,0.0,5,0.511,2026-02-21T09:46:53.597532
youtube,cOLHS3kY8xY,@ravikantgupta713,Steel companies ka v yahi haal hai,2025-02-12T08:14:27Z,0,Negative,-1,0.0,5,0.3791,2026-02-21T09:46:53.660698
youtube,cOLHS3kY8xY,@shubharambh-1,Reason for poor gdp,2025-02-09T17:13:21Z,0,Negative,-1,0.0,5,0.9405,2026-02-21T09:46:53.734333
youtube,cOLHS3kY8xY,@vikasmotghare9273,"Salary to badhi pr sirf naam ki..kaam ki nhi..
Ceo ka company ke profit pr 5% share hota h..",2025-02-08T09:50:48Z,0,Neutral,0,2.5,5,0.36,2026-02-21T09:46:53.849498
youtube,cOLHS3kY8xY,@srm8768,because of high population entry level salary will stagnate even in next 10 years,2025-02-07T03:58:26Z,0,Negative,-1,0.0,5,0.6534,2026-02-21T09:46:53.939214
youtube,cOLHS3kY8xY,@sarthakpawar2048,30% matlab x0.3😅,2025-02-03T16:02:42Z,0,Neutral,0,2.5,5,0.6529,2026-02-21T09:46:54.013283
youtube,cOLHS3kY8xY,@nikhilparmar007,Nothing is true in this … not previous salary and not current.,2025-01-23T04:16:29Z,0,Negative,-1,0.0,5,0.7386,2026-02-21T09:46:54.098192
youtube,cOLHS3kY8xY,@softmech_hkvlog,I am Infosys employees i can feel it,2025-01-23T02:38:52Z,0,Neutral,0,2.5,5,0.4966,2026-02-21T09:46:54.160496
youtube,cOLHS3kY8xY,@softmech_hkvlog,"Phle school or college balo ne loota ab ye loot rhe hai, common man is helpless everywhere",2025-01-23T02:36:43Z,0,Negative,-1,0.0,5,0.6138,2026-02-21T09:46:54.244094
youtube,cOLHS3kY8xY,@crazyyhunk1948,"Ye kaisa logic  h? Top level pe jo h unhone uss level tk pahuchne k liye mehnat ki h. Isliye aaj wo itna kama rhe h. Unke decision,  vision aur hardwork se company itni aage badi h. Unko nhi denge toh wo dusri company m chle jayenge.
Haa worker ko b achi salary milni chahiye pr iss ka ye mtlb nhi ki tum top level walo se compare kro.

Kl ko tum buisness kroge sbko barabar salary doge kya? Top level ko zada doge.",2025-01-22T03:34:25Z,2,Negative,-1,0.0,5,0.3989,2026-02-21T09:46:54.448140
youtube,cOLHS3kY8xY,@robbythomas79,In 2012 the CEO was Shibulal who was a founder and a billionaire. His primary income was from Infosys shares and there were many people with more than 80 lakhs salary at that time who reported to him. Saying that CEO salary increased by 100x is distorting facts,2025-01-18T18:20:46Z,0,Neutral,0,2.5,5,0.514,2026-02-21T09:46:54.587489
youtube,cOLHS3kY8xY,@mysteryD07,"अरे मूर्ख प्राणी, CEO और बॉटम एम्पलाई को बराबर कैसे मान रहे हो।
CEO में दिमाग है इसलिए सीईओ है वो बाकी आप समझदार है",2025-01-16T14:57:40Z,2,Negative,-1,0.0,5,0.6503,2026-02-21T09:46:54.694377
youtube,cOLHS3kY8xY,@videosncreators,Ab badega salary 2025 me,2025-01-15T03:42:19Z,0,Neutral,0,2.5,5,0.3938,2026-02-21T09:46:54.757256
youtube,cOLHS3kY8xY,@Dogeshचाचाअमेरिकावाले,Legends are saying 19-20 ka farak hai😂😂😂,2025-01-12T13:19:40Z,0,Negative,-1,0.0,5,0.5189,2026-02-21T09:46:54.935241
youtube,cOLHS3kY8xY,@avanivora4585,"Kya pilot aur  bus engine driver ko ek salary milte hai,engine driver ka jada risk hai",2025-01-11T08:43:35Z,1,Negative,-1,0.0,5,0.5012,2026-02-21T09:46:55.037053
youtube,cOLHS3kY8xY,@avanivora4585,What is the salary of your peon and what is  your salary and what is the differance,2025-01-11T08:40:48Z,1,Neutral,0,2.5,5,0.7136,2026-02-21T09:46:55.141334
youtube,cOLHS3kY8xY,@letitbe3625,Infosys what is the qualification required to get job in infosys?,2025-01-11T07:04:06Z,0,Neutral,0,2.5,5,0.8922,2026-02-21T09:46:55.240915
youtube,cOLHS3kY8xY,@L-19-04,21 second mein maths bhi bhul jaate Hain -- 30% se 30x--,2024-12-29T17:29:59Z,0,Neutral,0,2.5,5,0.3839,2026-02-21T09:46:55.330484
youtube,cOLHS3kY8xY,@ThePerfumeLab722,गुलाम 😂😂😂,2024-12-26T15:16:48Z,1,Negative,-1,0.0,5,0.7944,2026-02-21T09:46:55.409318
youtube,cOLHS3kY8xY,@ShahidpashaMp,Positive,2024-12-22T07:36:07Z,0,Neutral,0,2.5,5,0.4635,2026-02-21T09:46:55.452466
youtube,cOLHS3kY8xY,@djone-c11,Sabse  jhantu compony Infosys hai.😊,2024-12-21T06:01:37Z,0,Positive,1,5.0,5,0.546,2026-02-21T09:46:55.531071
youtube,cOLHS3kY8xY,@twaremotivation960,In company ke upar sanction laga. Chaiye,2024-12-20T18:26:23Z,0,Negative,-1,0.0,5,0.6986,2026-02-21T09:46:55.633483
youtube,cOLHS3kY8xY,@parasbaghele9177,30% or 30gunna me Jamin asman ka fark hota hai,2024-12-20T15:32:42Z,0,Neutral,0,2.5,5,0.4199,2026-02-21T09:46:55.722956
youtube,cOLHS3kY8xY,@subisw,😢,2024-12-18T13:00:08Z,0,Negative,-1,0.0,5,0.7968,2026-02-21T09:46:55.770484
youtube,cOLHS3kY8xY,@imvansh3768,"Positive Lo. Apne ko aur improve Karo ki company dare apko fire krne se, apne app salary bdhegi❤",2024-12-14T13:05:51Z,0,Positive,1,5.0,5,0.396,2026-02-21T09:46:55.882389
youtube,cOLHS3kY8xY,@raushanbharat163,Jo top per baitha hai uski sankhya Gini chuni hai aur jo niche ke level per hai uske sankhya khet mein bajara makai ke sath uge hue ghas phus ki tarah hai,2024-12-10T10:12:15Z,0,Negative,-1,0.0,5,0.36,2026-02-21T09:46:56.019408
youtube,cOLHS3kY8xY,@neetaspirantmanojkumar3315,Vo budda infosys wala toh inhe slave hi bna de agr george Soros jese bande na ho,2024-12-07T04:09:31Z,0,Negative,-1,0.0,5,0.476,2026-02-21T09:46:56.141415
youtube,cOLHS3kY8xY,@vinayakbhushan6216,Infosys hiring specialist programmer for 9.5 go check it 😂,2024-12-02T15:52:52Z,0,Neutral,0,2.5,5,0.7676,2026-02-21T09:46:56.241382
youtube,cOLHS3kY8xY,@jkthesuperstar,Krishnamurthy says 12hr in a day... for youth...,2024-11-23T05:41:05Z,0,Neutral,0,2.5,5,0.5019,2026-02-21T09:46:56.354108
youtube,cOLHS3kY8xY,@Manish_Kumar_Mhr,In this way inequality rises in country,2024-11-20T14:13:14Z,0,Negative,-1,0.0,5,0.8484,2026-02-21T09:46:56.449094
youtube,cOLHS3kY8xY,@BangaliBabu_001,Rahul ji apne first wala 30% kiye and last wala seen me 30x krr diye check kijiye ❤,2024-11-17T18:59:57Z,0,Positive,1,5.0,5,0.3769,2026-02-21T09:46:56.541524
youtube,cOLHS3kY8xY,@vaibhavpancholi41,Worker ko bhi achaa salary milna chahiye 🎉,2024-11-16T12:11:16Z,0,Positive,1,5.0,5,0.4665,2026-02-21T09:46:56.623072
youtube,cOLHS3kY8xY,@anjana0829,"Sir meri job lga dijiye achi company mai, mene MSC IT kiya hai,",2024-11-13T10:51:47Z,0,Positive,1,5.0,5,0.3772,2026-02-21T09:46:56.747221
youtube,cOLHS3kY8xY,@amalsinha2372,It's like network marketing 😂😂,2024-11-11T14:03:02Z,0,Neutral,0,2.5,5,0.5755,2026-02-21T09:46:56.829107
youtube,cOLHS3kY8xY,@gauravagarwal8634,"Dear sir
This is very shocking that salary increment in these companies are very poor and this not only in Infosys but many Pharmaceutical companies give very poor increments can you imagine a person join on front line executive in pharma company 20 years back have only 4.5 lacks annual package on the other hand a govt basic teacher start with 55 k per month and his job is only 6 hrs.
Govt.should look into this differences
Inflation is same for every body.",2024-11-11T10:20:00Z,1,Negative,-1,0.0,5,0.8103,2026-02-21T09:46:57.070777
youtube,cOLHS3kY8xY,@rushansattar5454,Matlab 1 Saal men 3 % inflation 7 % income inequality,2024-11-10T16:50:01Z,0,Neutral,0,2.5,5,0.667,2026-02-21T09:46:57.175294
youtube,cOLHS3kY8xY,@SourabhD2025,it's completely based on talent many of my students working in Infosys and getting average salary package more than 10lpa and In IT companies if you are not satisfied with package you left job if you still in company and say this is bad company it means you don't have talent to get better package just accept it.,2024-11-05T19:05:12Z,0,Negative,-1,0.0,5,0.7802,2026-02-21T09:46:57.322301
youtube,cOLHS3kY8xY,@Maulimuthla,HCL,2024-11-02T06:12:35Z,0,Neutral,0,2.5,5,0.49,2026-02-21T09:46:57.409229
youtube,cOLHS3kY8xY,@SareenKhan-m2k,Bhai ye months ki 100 cr  ha ya saal ki btao,2024-11-01T18:49:46Z,0,Neutral,0,2.5,5,0.4584,2026-02-21T09:46:57.514239
youtube,cOLHS3kY8xY,@ChandrakantShinde-im2oe,Odoo per video banaaiye,2024-10-26T01:37:00Z,0,Neutral,0,2.5,5,0.4009,2026-02-21T09:46:57.590680
youtube,cOLHS3kY8xY,@vilogs11,3% per year 😂,2024-10-24T17:58:55Z,0,Neutral,0,2.5,5,0.6961,2026-02-21T09:46:57.666951
youtube,cOLHS3kY8xY,@abhi-mallikarjun,Seriously they offered me 4.9lpa but they giving only 3 Lpa,2024-10-16T03:28:05Z,0,Negative,-1,0.0,5,0.529,2026-02-21T09:46:57.765307
youtube,cOLHS3kY8xY,@sparkyowls,Seriously. That's true.. They offered me 6.5 lpa. And my current ctc is 6 lpa. And I'm having offer of 7.5 lpa already. Like giving 2 interviews discussion waiting for panel. And after all 10 days they said sorry we can offer u 6 to 6.5 lpa only.. So stupidity.,2024-10-15T11:44:45Z,0,Negative,-1,0.0,5,0.7628,2026-02-21T09:46:57.913695
youtube,cOLHS3kY8xY,@VikrsmDalal,Aa ta to chokra job ka ra chh tu company ni ma fadva na dho chh. Ta ro chokra ssc pass chh to bathroom wash ni nokri wala na na mala,2024-10-05T09:47:00Z,0,Negative,-1,0.0,5,0.3641,2026-02-21T09:46:58.042440
youtube,cOLHS3kY8xY,@Bantytiwari44,"Mujhe v ceo banna hai, process kya hai ❓",2024-10-03T05:43:32Z,0,Neutral,0,2.5,5,0.4422,2026-02-21T09:46:58.116799
youtube,cOLHS3kY8xY,@arhaansayeed2151,1.3x instead of 30x,2024-09-30T17:24:27Z,0,Neutral,0,2.5,5,0.6361,2026-02-21T09:46:58.297467
youtube,cOLHS3kY8xY,@lifeisbeautiful4560,Ye har private company ka halat hai,2024-09-16T10:13:20Z,0,Negative,-1,0.0,5,0.4897,2026-02-21T09:46:58.393410
youtube,cOLHS3kY8xY,@csuryavanshi5976,How so many Infy employees have become Crorepatis? Don't crib if you deserve only bottom!!,2024-09-15T10:18:20Z,0,Negative,-1,0.0,5,0.9194,2026-02-21T09:46:58.507170
youtube,cOLHS3kY8xY,@Voyage_Vignettes,Infosys and TCS are worst workplace when it comes to salary hike,2024-09-08T07:07:03Z,0,Negative,-1,0.0,5,0.944,2026-02-21T09:46:58.613799
youtube,cOLHS3kY8xY,@MrMusicalInsaan,Actually its 1.3X 🙂🙂,2024-09-07T15:24:40Z,0,Neutral,0,2.5,5,0.5749,2026-02-21T09:46:58.679016
youtube,cOLHS3kY8xY,@shanuk1986,Looting after Looting is not the way.,2024-09-05T17:51:32Z,0,Negative,-1,0.0,5,0.692,2026-02-21T09:46:58.768166
youtube,cOLHS3kY8xY,@FreelancerAyan,Bhai salary bta rhe ho ya pakage,2024-09-05T17:04:48Z,0,Neutral,0,2.5,5,0.3971,2026-02-21T09:46:58.867598
youtube,cOLHS3kY8xY,@ukboy0428,All company sir,2024-09-04T17:07:31Z,0,Neutral,0,2.5,5,0.414,2026-02-21T09:46:58.929244
youtube,cOLHS3kY8xY,@kush-6891,Why should more skilled people not get more increments?,2024-09-04T14:57:04Z,0,Negative,-1,0.0,5,0.6756,2026-02-21T09:46:59.037402
youtube,cOLHS3kY8xY,@VANDANVAKHARIYA88,30 %😂😂,2024-09-03T14:11:45Z,0,Neutral,0,2.5,5,0.5119,2026-02-21T09:46:59.107122
youtube,cOLHS3kY8xY,@csanthi2824,Harsh reality,2024-09-03T02:46:22Z,0,Negative,-1,0.0,5,0.9111,2026-02-21T09:46:59.172611
youtube,cOLHS3kY8xY,@nileshwarverma6385,Sidhi baat hai agar top management ki salary 100% hike me hai to middle or lower ko 50% hike milna must hai jo koi dega nai kabhi 😢,2024-09-02T12:32:19Z,0,Negative,-1,0.0,5,0.4435,2026-02-21T09:46:59.283387
youtube,cOLHS3kY8xY,@MrKushalGajendra,बहुत है 3लाख + का वेतन,2024-08-31T02:55:23Z,0,Neutral,0,2.5,5,0.4011,2026-02-21T09:46:59.368221
youtube,cOLHS3kY8xY,@watchon2022,काम का घंटा जरूर बढ़ाएंगे पर सैलेरी नही बढ़ाएंगे 😂,2024-08-28T15:00:27Z,0,Negative,-1,0.0,5,0.3812,2026-02-21T09:46:59.464652
youtube,cOLHS3kY8xY,@mahendrapatil3279,CEO banunga,2024-08-27T14:39:14Z,0,Neutral,0,2.5,5,0.3982,2026-02-21T09:46:59.525177
youtube,cOLHS3kY8xY,@mahendrapatil3279,Top banunga me,2024-08-27T14:38:50Z,0,Positive,1,5.0,5,0.4292,2026-02-21T09:46:59.586438
youtube,cOLHS3kY8xY,@Lilpodster-1993,Bhai deal company hai Viraj profiles pvt limited,2024-08-27T03:39:32Z,0,Neutral,0,2.5,5,0.5879,2026-02-21T09:46:59.655504
youtube,5UgWnMqkkr8,@technical8_yogi,TCS false 😂,2026-02-13T18:06:59Z,0,Negative,-1,0.0,5,0.7161,2026-02-21T09:47:00.372369
youtube,5UgWnMqkkr8,@SravaniDerangula.93,Tcs,2026-02-05T13:58:37Z,0,Neutral,0,2.5,5,0.4184,2026-02-21T09:47:00.418661
youtube,5UgWnMqkkr8,@The6legend,Not indian,2026-02-02T14:48:02Z,0,Negative,-1,0.0,5,0.5736,2026-02-21T09:47:00.467267
youtube,5UgWnMqkkr8,@gabbarsingh1309,Now TCS is the worst of all,2026-01-29T09:51:06Z,0,Negative,-1,0.0,5,0.9515,2026-02-21T09:47:00.532105
youtube,5UgWnMqkkr8,@DilSeBharatio,"tcs ❤❤
Salary is very good For Freshers according to their Potential in Exam 🧡
Work Culture is Also Good 👍 👍",2026-01-21T04:26:03Z,0,Positive,1,5.0,5,0.7877,2026-02-21T09:47:00.628878
youtube,5UgWnMqkkr8,@keresalala783,Wipro work culture is worst,2026-01-14T02:42:41Z,0,Negative,-1,0.0,5,0.9639,2026-02-21T09:47:00.705564
youtube,5UgWnMqkkr8,@rehannnnansari,TCS > Infosys > Wipro,2025-12-27T11:51:25Z,1,Neutral,0,2.5,5,0.9021,2026-02-21T09:47:00.765506
youtube,5UgWnMqkkr8,@ShivamPandey-kq8vo,Can anyone explain what layoffs means in this context,2025-12-20T02:14:52Z,0,Neutral,0,2.5,5,0.6478,2026-02-21T09:47:00.849381
youtube,5UgWnMqkkr8,@user-yk8tk2pm6j,Tcs,2025-12-09T18:09:36Z,0,Neutral,0,2.5,5,0.4184,2026-02-21T09:47:00.893168
youtube,5UgWnMqkkr8,@bireswarsinha44,TCS 🎉❤,2025-11-27T04:56:05Z,0,Positive,1,5.0,5,0.8578,2026-02-21T09:47:00.972166
youtube,5UgWnMqkkr8,@PratapSinghSengar9,"i scored 77 percentage marks in class 10th icse , i scored 65 perentage in class 12th but scored 58 percent in pcm class 12th will i be able to sit in campus placements after btech cse",2025-11-17T03:40:17Z,2,Neutral,0,2.5,5,0.4601,2026-02-21T09:47:01.112433
youtube,5UgWnMqkkr8,@vincentzavier9881,I will never work for any Iat corporates. I hate indian corporate politics,2025-11-03T21:39:42Z,10,Negative,-1,0.0,5,0.9487,2026-02-21T09:47:01.201149
youtube,5UgWnMqkkr8,@UniMe-537,What about infosys,2025-10-30T11:10:16Z,0,Neutral,0,2.5,5,0.8466,2026-02-21T09:47:01.272162
youtube,5UgWnMqkkr8,@kishankumar-fz1qf,Tcs is the worst company,2025-10-26T07:32:03Z,0,Negative,-1,0.0,5,0.9464,2026-02-21T09:47:01.388551
youtube,5UgWnMqkkr8,@hemanathan124,Tcs may not have salary growth ... But peaceful ness 😊☺️,2025-10-20T01:31:53Z,6,Positive,1,5.0,5,0.5303,2026-02-21T09:47:01.478989
youtube,5UgWnMqkkr8,@SavageMunde,Accenture is the best,2025-10-12T10:56:44Z,0,Positive,1,5.0,5,0.8805,2026-02-21T09:47:01.551575
youtube,5UgWnMqkkr8,@KartheekJegan-wi1fq,"Conginzant , Capgemini or Accenture",2025-10-12T05:11:11Z,5,Neutral,0,2.5,5,0.7661,2026-02-21T09:47:01.634472
youtube,5UgWnMqkkr8,@Varadiitbombaycs,Microsoft,2025-10-01T16:09:04Z,0,Neutral,0,2.5,5,0.4343,2026-02-21T09:47:01.689318
youtube,5UgWnMqkkr8,@muskan_vibek_gamerz,TCS❤❤,2025-09-06T06:47:56Z,8,Positive,1,5.0,5,0.7376,2026-02-21T09:47:01.764321
youtube,5UgWnMqkkr8,@da_randomguy,"One suggestion: if you want to grow in life and you are a fresher then don't join these companies,try other companies struggle there and after 40s join TCS.",2025-08-24T17:51:33Z,33,Neutral,0,2.5,5,0.4883,2026-02-21T09:47:01.878173
youtube,5UgWnMqkkr8,@solorealm,"Best is cognizant. Salary is not bad, work culture is so chill.",2025-08-22T17:45:32Z,138,Positive,1,5.0,5,0.502,2026-02-21T09:47:01.971311
youtube,5UgWnMqkkr8,@legendsaini9163,Ek Baar Infosys aajati hai toh Pura batch jata hai❤,2025-08-12T16:33:39Z,15,Positive,1,5.0,5,0.4732,2026-02-21T09:47:02.065287
youtube,5UgWnMqkkr8,@abhijadhav8240,Tcs ❤,2025-08-06T14:25:04Z,5,Positive,1,5.0,5,0.6722,2026-02-21T09:47:02.127482
youtube,5UgWnMqkkr8,@GYTACE,Dont want to join this shits,2025-08-02T12:16:15Z,1,Negative,-1,0.0,5,0.851,2026-02-21T09:47:02.211513
youtube,5UgWnMqkkr8,@shubhampjpt6579,Career growth in wipro 😂😂😂,2025-07-31T04:19:31Z,23,Positive,1,5.0,5,0.5993,2026-02-21T09:47:02.310574
youtube,5UgWnMqkkr8,@Unfiltered_aakash,Bhai tcs jaisa layoff kr rahi h forcefully resign karwa ke dekh pehle isko,2025-07-25T13:13:25Z,9,Negative,-1,0.0,5,0.5036,2026-02-21T09:47:02.406407
youtube,5UgWnMqkkr8,@anjanadewangan7486,hmmm,2025-07-14T06:27:34Z,0,Neutral,0,2.5,5,0.5177,2026-02-21T09:47:02.456533
youtube,5UgWnMqkkr8,@aswinaswi7424,TCS is the best Indian MNC ever 🤍,2025-07-06T12:25:19Z,2,Positive,1,5.0,5,0.6852,2026-02-21T09:47:02.557338
youtube,5UgWnMqkkr8,@sheikthouheed5822,How is campani in the world 🌍 trun around this earth 24 hr😅😊😂,2025-07-02T08:53:28Z,11,Neutral,0,2.5,5,0.4187,2026-02-21T09:47:02.675385
youtube,5UgWnMqkkr8,@ERSHospital,Infosys,2025-06-19T13:47:07Z,7,Neutral,0,2.5,5,0.5564,2026-02-21T09:47:02.724363
