source,video_id,author,text,published_at,like_count,fetched_at,sentiment,raw_score,scaled_score,benchmark,sentiment_confidence,emotion,emotion_confidence
youtube,W3_x2opdxpI,@Luckylife9993,"Remember guys at any restaurant GST is 5 % (cgst 2.5 % ,sgst 2.5%)

Price        299
Gst 5%      15
Total       314",2022-11-29T10:26:08Z,4,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.755,Surprise,0.3662
youtube,W3_x2opdxpI,@randeepraj6541,Waste,2022-09-21T16:55:06Z,0,2026-02-21T11:03:08.216688,Negative,-1,0.0,5,0.781,Disgust,0.8513
youtube,W3_x2opdxpI,@pittadhekshitha4601,Only naan we can eat over here and veg Manchurian that sit dont go over there waste of money we don't even get the proper dessert too bad in taste all the items,2022-08-28T14:21:08Z,2,2026-02-21T11:03:08.216688,Negative,-1,0.0,5,0.9094,Disgust,0.4506
youtube,W3_x2opdxpI,@pittadhekshitha4601,Don't go it's too bad in taste,2022-08-28T14:20:09Z,5,2026-02-21T11:03:08.216688,Negative,-1,0.0,5,0.9376,Disgust,0.7735
youtube,W3_x2opdxpI,@Vizag_friends_forever9,Akka aslu dhini price enti gst tho kalliope chpndi vg and non vg plzz,2022-08-08T03:31:55Z,2,2026-02-21T11:03:08.216688,Negative,-1,0.0,5,0.3812,Neutral,0.4323
youtube,W3_x2opdxpI,@i_amsri209,Madam can u send me location pls,2022-08-06T04:40:05Z,0,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.5824,Neutral,0.8159
youtube,W3_x2opdxpI,@baladivya2307,"Me went along with family, I loved it. Good food with good price",2022-07-29T08:35:06Z,6,2026-02-21T11:03:08.216688,Positive,1,5.0,5,0.9133,Joy,0.9715
youtube,W3_x2opdxpI,@shivaniborreddy6115,Which place you went dwaranagar,2022-07-26T01:46:33Z,2,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.6281,Neutral,0.7273
youtube,W3_x2opdxpI,@jayaprakashakhil1555,How was the taste,2022-07-25T16:00:30Z,2,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.5887,Neutral,0.8086
youtube,W3_x2opdxpI,@sampathm7067,How yo reserve table,2022-07-24T23:13:17Z,1,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.604,Neutral,0.8635
youtube,W3_x2opdxpI,@SundharReddy_Maddhi,Nice andi usefull for us,2022-07-21T18:23:48Z,2,2026-02-21T11:03:08.216688,Positive,1,5.0,5,0.7361,Joy,0.9841
youtube,W3_x2opdxpI,@ganapathik8575,"Any item unlimited ha ,299 rs ki please reply ?",2022-07-17T09:21:49Z,3,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.591,Neutral,0.6966
youtube,W3_x2opdxpI,@poojarao6469,Lunch price,2022-07-14T09:11:38Z,1,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.5673,Neutral,0.8984
youtube,W3_x2opdxpI,@kalkivardhan2763,Is it available at gajuwaka,2022-07-11T14:34:14Z,2,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.9154,Neutral,0.8211
youtube,W3_x2opdxpI,@tripuranthakamhero8866,Akkada andiio,2022-06-26T15:54:35Z,1,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.3481,Neutral,0.8511
youtube,W3_x2opdxpI,@sunilkumar-9999,Super ga unnadi.,2022-06-25T12:19:48Z,2,2026-02-21T11:03:08.216688,Negative,-1,0.0,5,0.5649,Neutral,0.8427
youtube,W3_x2opdxpI,@DrAnkur123,No paneer?,2022-06-23T16:24:22Z,2,2026-02-21T11:03:08.216688,Neutral,0,2.5,5,0.5285,Surprise,0.832
youtube,W3_x2opdxpI,@Big_Enter_Movies,👍👍👍👍,2022-06-23T14:10:20Z,1,2026-02-21T11:03:08.216688,Positive,1,5.0,5,0.6372,Neutral,0.4931
youtube,W3_x2opdxpI,@maniking4010,Reasonable price,2022-06-23T09:48:14Z,2,2026-02-21T11:03:08.216688,Positive,1,5.0,5,0.4253,Neutral,0.842
youtube,Q8-DGjUi8yk,@sowjanyasowjanya1382,Price cheppandie,2024-09-08T08:04:20Z,0,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.5608,Neutral,0.8839
youtube,Q8-DGjUi8yk,@madhavareddynarala128,Mutton and prawns?,2024-09-07T06:22:42Z,0,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.6674,Neutral,0.6163
youtube,Q8-DGjUi8yk,@m.saikahilesh777,Ekkada sir place chappamdi please 🥺🥺,2024-09-05T15:37:27Z,2,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.3613,Neutral,0.8543
youtube,Q8-DGjUi8yk,@killiprasad9151,399/-,2024-07-15T14:44:03Z,1,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.8065,Neutral,0.8894
youtube,Q8-DGjUi8yk,@NM-ik9zx,Taste was bad...,2023-10-31T13:17:54Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.9303,Disgust,0.9451
youtube,Q8-DGjUi8yk,@IvEswarao-dw2di,Pillala ki,2023-10-24T13:57:53Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.385,Neutral,0.9215
youtube,Q8-DGjUi8yk,@IvEswarao-dw2di,Sri mobile number no,2023-10-24T13:50:21Z,0,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.851,Neutral,0.7976
youtube,Q8-DGjUi8yk,@TIME4rTRAVEL,Ipudu 450 anta,2023-10-03T11:10:51Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.4192,Neutral,0.7458
youtube,Q8-DGjUi8yk,@pothulasrinu1946,Timings vuntaya bro,2023-09-02T14:49:24Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.4803,Neutral,0.8595
youtube,Q8-DGjUi8yk,@prasanthkumar8432,Worst ga untundi,2023-07-24T12:53:55Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.7005,Disgust,0.7884
youtube,Q8-DGjUi8yk,@mahe0396,Waste restaurant bro we are visited there but We are not satisfied with the food,2023-06-22T13:01:31Z,3,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.9291,Disgust,0.5793
youtube,Q8-DGjUi8yk,@Mad143creations,What is the last date,2023-06-21T17:01:56Z,0,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.8144,Neutral,0.7169
youtube,Q8-DGjUi8yk,@raviteja767,Ipudu kuda running lo unda bhayya?,2023-05-16T04:26:36Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.4266,Neutral,0.584
youtube,Q8-DGjUi8yk,@YesuRatnam-j8b,Its good and O had it .....😊😊😊,2023-05-15T17:20:55Z,1,2026-02-21T11:03:11.383471,Positive,1,5.0,5,0.8518,Joy,0.5054
youtube,Q8-DGjUi8yk,@telugufighter2731,Bro ela book cheyali,2023-04-21T11:03:21Z,1,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.3837,Neutral,0.7175
youtube,Q8-DGjUi8yk,@samsonyelagada8789,Epudu sir ipudu unda or repu untada shit..,2023-04-06T20:39:03Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.5074,Disgust,0.4503
youtube,Q8-DGjUi8yk,@gopinathlala119,Worst taste helapuri..🤮,2023-01-13T08:29:57Z,0,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.944,Disgust,0.8934
youtube,Q8-DGjUi8yk,@Shaivi1709,Available epatidaka bro,2022-12-28T08:55:54Z,1,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.5513,Neutral,0.8552
youtube,Q8-DGjUi8yk,@raviteja338,Very reasonable,2022-12-27T15:30:50Z,1,2026-02-21T11:03:11.383471,Positive,1,5.0,5,0.6172,Neutral,0.7542
youtube,Q8-DGjUi8yk,@gayatriuday-wo2jw,Nice voice,2022-12-25T05:01:44Z,1,2026-02-21T11:03:11.383471,Positive,1,5.0,5,0.8171,Neutral,0.8035
youtube,Q8-DGjUi8yk,@nagendradongle6080,"Best review, fish is not good,,",2022-12-24T15:36:23Z,1,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.9159,Disgust,0.3503
youtube,Q8-DGjUi8yk,@mycookingchaneel3355,"Veg biryani,lollipop  super",2022-12-24T11:37:44Z,4,2026-02-21T11:03:11.383471,Positive,1,5.0,5,0.5013,Neutral,0.4183
youtube,Q8-DGjUi8yk,@JaiHoBharat4083,Corners lo rats kuda thiruguthaayi ikada,2022-12-24T05:19:38Z,23,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.4388,Neutral,0.6673
youtube,Q8-DGjUi8yk,@pSrinupSrinu-ih8io,Varest,2022-12-22T13:11:17Z,2,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.3934,Neutral,0.4633
youtube,Q8-DGjUi8yk,@santoshkumar-eb4qe,antaga em laydu bhaya helapuri,2022-12-20T18:36:00Z,3,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.387,Neutral,0.8203
youtube,Q8-DGjUi8yk,@pvbsSharma,Not good in taste,2022-12-20T12:56:55Z,2,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.9438,Disgust,0.6877
youtube,Q8-DGjUi8yk,@rohitnair2043,Waste and worst food...please dont go,2022-12-17T15:56:32Z,0,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.9555,Disgust,0.7203
youtube,Q8-DGjUi8yk,@rajababuguntapalli6283,Rate increased......,2022-12-07T02:59:52Z,3,2026-02-21T11:03:11.383471,Negative,-1,0.0,5,0.4645,Neutral,0.8024
youtube,Q8-DGjUi8yk,@krishnavamsifsd,Available on Saturday? Any timmings,2022-09-16T10:51:28Z,2,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.8734,Neutral,0.7689
youtube,Q8-DGjUi8yk,@aswanthuggina,🌏🔥,2022-09-15T07:14:56Z,3,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.5251,Neutral,0.9205
youtube,Q8-DGjUi8yk,@TejtejaYT,👍,2022-09-15T02:13:41Z,1,2026-02-21T11:03:11.383471,Positive,1,5.0,5,0.5846,Neutral,0.692
youtube,Q8-DGjUi8yk,@rajeshdolai327,So nice,2022-09-14T14:37:54Z,1,2026-02-21T11:03:11.383471,Positive,1,5.0,5,0.7683,Joy,0.8381
youtube,Q8-DGjUi8yk,@kalyangavvala3863,👍👍,2022-09-14T13:55:06Z,2,2026-02-21T11:03:11.383471,Positive,1,5.0,5,0.5923,Neutral,0.6475
youtube,Q8-DGjUi8yk,@SunilCherryVlogs,"Helapuri restaurant adress Helapuri
https://maps.app.goo.gl/cqPqtthwvWYNeDSw9",2022-09-14T13:46:34Z,0,2026-02-21T11:03:11.383471,Neutral,0,2.5,5,0.8295,Neutral,0.8472
youtube,kpfF_NLuG5k,@lovarajukillada9780,Waste అక్కడ food క్వాలిటీ బాగోలేదు money waste,2024-02-10T03:36:59Z,0,2026-02-21T11:03:14.061622,Negative,-1,0.0,5,0.8917,Neutral,0.3273
youtube,kpfF_NLuG5k,@NaveenKumar-vj9vb,Eroju food inspection vallu close chesaru ee hotel ni. Chicken 1 week nilva dhi ani. Ikkada comments lo ela bagundhi ani pettaro,2023-11-28T15:05:15Z,2,2026-02-21T11:03:14.061622,Negative,-1,0.0,5,0.3914,Sadness,0.4141
youtube,kpfF_NLuG5k,@CyberCloudJobs,any price increased to 450+tax,2023-10-14T06:24:28Z,2,2026-02-21T11:03:14.061622,Neutral,0,2.5,5,0.6259,Neutral,0.4132
youtube,kpfF_NLuG5k,@malarvani2326,One of the worst food... had visited this place sday suffering from food poisoning.... food inspector plz have a look at them,2023-09-17T03:00:57Z,0,2026-02-21T11:03:14.061622,Negative,-1,0.0,5,0.9459,Sadness,0.7756
youtube,kpfF_NLuG5k,@gopikrishna4723,"rs.333/- lo enta food varieties who give andi. if you buy one biryani from local market shops , its worth rs.250/- minimum kada. rate is excellent bro. food may not be good taste. fish is bocchu they gave i think, its not at all fish apollo. i accept.",2023-09-01T08:26:08Z,1,2026-02-21T11:03:14.061622,Neutral,0,2.5,5,0.3476,Joy,0.5721
youtube,kpfF_NLuG5k,@prakashchandra4264,Nt gd I got sick after having lunch buffet here 😢,2023-08-27T16:03:46Z,0,2026-02-21T11:03:14.061622,Negative,-1,0.0,5,0.9251,Sadness,0.7456
youtube,kpfF_NLuG5k,@surajpinnamaraju2399,"Erojua meamu velamu,food chal chala bagundi,sooo tasty, complementy soup,with drink so tasty worth it",2023-08-06T10:59:26Z,4,2026-02-21T11:03:14.061622,Positive,1,5.0,5,0.529,Joy,0.9715
youtube,kpfF_NLuG5k,@TagoreReddy259,"5:52 cinemllo try bro machi future untadi, expressions iraga destunnav🎉",2023-06-30T14:54:10Z,1,2026-02-21T11:03:14.061622,Positive,1,5.0,5,0.4141,Neutral,0.7094
youtube,kpfF_NLuG5k,@TagoreReddy259,"2:10 aayina evaru bayya,ala chustunnadu😂",2023-06-30T14:50:55Z,2,2026-02-21T11:03:14.061622,Neutral,0,2.5,5,0.3505,Neutral,0.6843
youtube,kpfF_NLuG5k,@tirumurusivakumarreddy6813,How you expect all the items for this rates. But you are the only person give actual situation,2023-06-25T14:08:42Z,4,2026-02-21T11:03:14.061622,Neutral,0,2.5,5,0.4979,Neutral,0.5981
youtube,kpfF_NLuG5k,@nagarjun0383,Super congratulations 😂,2023-06-25T13:53:18Z,1,2026-02-21T11:03:14.061622,Positive,1,5.0,5,0.912,Joy,0.5669
youtube,kpfF_NLuG5k,@badvelushashitejaswe3294,Bagundhii raii.. expression super 😅😅,2023-06-24T11:37:21Z,1,2026-02-21T11:03:14.061622,Positive,1,5.0,5,0.6093,Joy,0.3944
youtube,kpfF_NLuG5k,@vijaymuthumula,Fantastic 😄,2023-06-24T11:34:39Z,1,2026-02-21T11:03:14.061622,Positive,1,5.0,5,0.8686,Joy,0.963
