source,video_id,author,text,published_at,like_count,fetched_at,sentiment,raw_score,scaled_score,benchmark,sentiment_confidence,emotion,emotion_confidence
youtube,W01OFyxXyVs,@SudeepKumar-xp2ro,"What is that ""a dire wolf?""",2025-12-26T11:20:56Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.6977,Fear,0.8916
youtube,W01OFyxXyVs,@DHYBKW55K,🐺🐺😈😈☪️☪️☪️🇹🇷🇹🇷🇹🇷,2025-12-26T05:26:56Z,1,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.5386,Neutral,0.6846
youtube,W01OFyxXyVs,@KongkaKynjing-s8f,Wolf 🐺 🐺🐺 🐺📽️ are black🖤❤💛💚🧡⚪💙 colour 🐺🐺🐺⬜⬛♦️❤🎉,2025-12-25T19:15:18Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.5812,Neutral,0.7441
youtube,W01OFyxXyVs,@kelvinbloxx_playz,Guys type dire wolf cause that is a dire wolf,2025-12-25T17:42:31Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.6039,Fear,0.9311
youtube,W01OFyxXyVs,@AhmedSayah-c8v,Bro that Wolf has a different aura. 😂😂,2025-12-25T11:58:07Z,1,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.3617,Neutral,0.936
youtube,W01OFyxXyVs,@AsherKumar-y4q,That alpha wolf looks like 99 nights in forest,2025-12-25T11:20:57Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.4788,Neutral,0.9473
youtube,W01OFyxXyVs,@AmitSingh-b3o4z,Heroine,2025-12-25T04:43:20Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.5714,Neutral,0.7095
youtube,W01OFyxXyVs,@ТалайбекМамыров,99 nights in the forest be like:,2025-12-24T13:49:42Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.5614,Neutral,0.803
youtube,W01OFyxXyVs,@gobindaroy45,🐺😵☠️😶‍🌫️🧐😰😨,2025-12-23T07:34:23Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.775,Neutral,0.6693
youtube,W01OFyxXyVs,@JenniferKelly6669,I love him hes awesome,2025-12-20T06:22:44Z,0,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.9314,Joy,0.9147
youtube,W01OFyxXyVs,@Addygaming-h7w,99 nights in the forest,2025-12-17T16:03:45Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.5411,Neutral,0.6983
youtube,W01OFyxXyVs,@northedgg3422,That’s not an alpha. It’s a lone wolf. Probably was at some point or fought for the rank but got beat out. When you lose a crown match you’re usually kicked out of the pack. Or maybe he got real big and wanted to just go start his own. Either way,2025-12-14T04:11:19Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.8713,Neutral,0.8946
youtube,W01OFyxXyVs,@Alzrad,DAVID KESSLER  🇺🇸 🐺 🏴󠁧󠁢󠁥󠁮󠁧󠁿  🎥,2025-12-12T05:54:59Z,1,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.8193,Neutral,0.5903
youtube,W01OFyxXyVs,@XianKurtEspinosa,I want of a leader of alpa wolf,2025-12-11T10:54:56Z,2,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.4869,Anger,0.8548
youtube,W01OFyxXyVs,@DouglasSpende,And me stuck with a dam 45 ACP im fucked! It's to my church to have my silver bullets blessed by my priest in Latin !,2025-12-10T17:14:27Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.948,Anger,0.5431
youtube,W01OFyxXyVs,@Ashmierespanueva,Alpha wolf is Real??,2025-12-05T21:52:44Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.704,Surprise,0.6848
youtube,W01OFyxXyVs,@CreaterWorld-k8s6j,V danger😮,2025-12-04T20:14:59Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.8549,Fear,0.9389
youtube,W01OFyxXyVs,@jendeuki_mari,OMG MY FAVOURITE ANIMAL 🖤🐺😻,2025-12-04T11:22:27Z,1,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.9234,Surprise,0.7962
youtube,W01OFyxXyVs,@JuiceBox875,"Minecraft wolf’s 🥰
Real life wolf’s 💀",2025-12-04T02:32:07Z,0,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.6911,Neutral,0.8072
youtube,W01OFyxXyVs,@Chill_Vibes12124,"Alpha wolves in 99 nights in the forest: 🥰
Alpha wolves in real life: 💀",2025-12-03T17:23:00Z,4,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.4873,Neutral,0.6886
youtube,W01OFyxXyVs,@MiaSanders-p8f,Bro looks like a demon from tf2,2025-12-01T18:11:17Z,2,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.7965,Disgust,0.5666
youtube,W01OFyxXyVs,@sardorkazakov1038,Time to sleep goddamnit,2025-12-01T14:36:40Z,1,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.6445,Anger,0.8186
youtube,W01OFyxXyVs,@Johnnyghost9,Skinwalker indeed,2025-11-30T14:08:24Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.3889,Neutral,0.9185
youtube,W01OFyxXyVs,@Weirdo_Max,"Alpha wolf’s actually don’t exist that wolf was most likely abandon by its pack for being too old, because once a wolf is not able to support his pack, it’s abandoned",2025-11-29T23:37:03Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.8669,Neutral,0.7676
youtube,W01OFyxXyVs,@3Bunnyteers,here doggie doggie.  you so cute😮,2025-11-27T22:24:41Z,0,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.8534,Joy,0.8
youtube,W01OFyxXyVs,@d.ac.h6605,Can ah pet dat dawg ?🥰😍😘,2025-11-27T19:22:26Z,0,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.5769,Surprise,0.5298
youtube,W01OFyxXyVs,@richelkmjamio2409,Alpha wolf😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,2025-11-24T02:32:52Z,0,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.4225,Neutral,0.4036
youtube,W01OFyxXyVs,@LuckyEN-r2j,Why the fake growling sound?,2025-11-24T02:31:30Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.8952,Anger,0.4517
youtube,W01OFyxXyVs,@diamond-n1n,I hope you were in a car and hopefully this is fake,2025-11-23T00:43:40Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.5715,Neutral,0.8839
youtube,W01OFyxXyVs,@JAX_THE_TOY,Why do I feel like this is AI?,2025-11-22T08:32:34Z,1,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.8681,Neutral,0.5335
youtube,W01OFyxXyVs,@joederocco9321,i thought wolves dont attack,2025-11-22T03:35:49Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.5466,Surprise,0.4203
youtube,W01OFyxXyVs,@stevej314,This real?,2025-11-18T18:07:09Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.5846,Surprise,0.905
youtube,W01OFyxXyVs,@LadislavJelínek-r9p,I would be scared as hell,2025-11-18T16:09:38Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.8684,Fear,0.9861
youtube,W01OFyxXyVs,@SharifaAkbari-vx5fg,Skinwalker,2025-11-16T17:31:39Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.4608,Neutral,0.8525
youtube,W01OFyxXyVs,@rohitgupta-jr2ul,Indians💀☠️ bhediya,2025-11-16T13:59:36Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.7761,Neutral,0.8389
youtube,W01OFyxXyVs,@ROBLOX-player76,So smegma,2025-11-15T19:11:19Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.7067,Neutral,0.9131
youtube,W01OFyxXyVs,@MingYot-t2s6g,You’re cooked,2025-11-15T10:28:20Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.4901,Neutral,0.901
youtube,W01OFyxXyVs,@jasonhill2348,Where was this?,2025-11-15T05:57:28Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.6831,Surprise,0.803
youtube,W01OFyxXyVs,@coreyrees840,Nah I’m good,2025-11-15T00:35:59Z,0,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.5054,Joy,0.4279
youtube,W01OFyxXyVs,@RohitChauhan-wm8fg,Alpha,2025-11-13T15:36:04Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.4336,Neutral,0.6821
youtube,W01OFyxXyVs,@Unlimitedsoffic,"Could be, looks like a normal Wolf to me, but a scarier version from that angle.",2025-11-13T00:51:40Z,1,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.5592,Sadness,0.3447
youtube,W01OFyxXyVs,@ManojeetKundu,It looks like hyena,2025-11-11T17:02:13Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.4816,Neutral,0.9222
youtube,W01OFyxXyVs,@robertpirvu7411,A wolf like this eats all your sheep and dogs and people who get in his way.,2025-11-10T09:35:26Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.7732,Disgust,0.6661
youtube,W01OFyxXyVs,@ReshaIsthar,What it looks cute though and fluffy,2025-11-10T00:27:13Z,0,2026-02-21T11:17:20.949423,Positive,1,5.0,5,0.8889,Joy,0.5209
youtube,W01OFyxXyVs,@taylerfella6463,Naw that's a dire wolf,2025-11-09T20:40:57Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.8948,Fear,0.7114
youtube,W01OFyxXyVs,@Natalialoveisilent,Alpha Wolf pelt pls,2025-11-08T20:55:09Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.4866,Disgust,0.7682
youtube,W01OFyxXyVs,@imaneelhamdaoui5038,Pro 99 night or foret,2025-11-08T17:38:04Z,0,2026-02-21T11:17:20.949423,Neutral,0,2.5,5,0.7148,Neutral,0.9136
youtube,W01OFyxXyVs,@ozkang654,Terrifiying the Zone,2025-11-08T08:39:25Z,0,2026-02-21T11:17:20.949423,Negative,-1,0.0,5,0.9536,Fear,0.8294
youtube,W01OFyxXyVs,@DilfuzaUmar,Whh did he not attack the camerman,2025-11-07T20:02:37Z,0,2026-02-21T11:17:20.950436,Negative,-1,0.0,5,0.8931,Surprise,0.5158
youtube,W01OFyxXyVs,@axtonjongma864,That is one mean looking wolf. He looks like he eats fucking bullets for breakfast.,2025-11-07T04:05:34Z,0,2026-02-21T11:17:20.950436,Negative,-1,0.0,5,0.9415,Disgust,0.8579
youtube,W01OFyxXyVs,@VirgilSeanAndreSantiago,99 nights alpha wolf IRL,2025-11-05T02:29:58Z,0,2026-02-21T11:17:20.950436,Neutral,0,2.5,5,0.7115,Neutral,0.9502
youtube,oCvWUtZDrYE,@ArxicVoid,We Alr know dragons nine realms is related to httyd because its the new and like the future after years of httyd and what if they added the bewilderbeast to dragons nine realms,2026-02-17T16:44:47Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5564,Surprise,0.8451
youtube,oCvWUtZDrYE,@Starlight-k5o,"Well when it does hatch and mature, it won’t be the alpha, to become the alpha it would need to take down the current alpha, which is Toothless, that’s how it works",2026-02-15T16:50:30Z,9,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4954,Neutral,0.9506
youtube,oCvWUtZDrYE,@corupted643,I mean who says its been 2 yrs irl yh in the show nah,2026-02-14T12:52:31Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.6435,Surprise,0.7866
youtube,oCvWUtZDrYE,@videobois2,4movie ia commin night rage kid,2026-02-12T20:36:39Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.4167,Anger,0.9842
youtube,oCvWUtZDrYE,@EricsonBulanadi,The bewilderbeast live with valka it's the same bewilderbeast the mother of the egg,2026-02-12T11:29:01Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4174,Surprise,0.8618
youtube,oCvWUtZDrYE,@TriEdge-f3i,A young bewilder beast was already there during toothless reign. I think that was the egg,2026-02-12T06:30:14Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.6949,Neutral,0.4079
youtube,oCvWUtZDrYE,@SchafferMartinez-n6f,A third bewilderbeast?,2026-02-11T00:46:59Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.9035,Surprise,0.9278
youtube,oCvWUtZDrYE,@Imjesus26,That egg is different to the alpha from the movie. It’s common sense. She was kidnapped & brought to the nest. Later she ended up helping dragons which is why she relocated the egg. We should be seeing a new alpha in the new movie since the old one died,2026-02-04T15:57:02Z,1,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.761,Neutral,0.93
youtube,oCvWUtZDrYE,@BrianAgaran,"No, my theory is that that is the bewilderbeast that was from the egg from race to the edge, if you pay attention to drago’s bewilderbeast, it has sharper and longer spices, showing it is older, valka’s bewilderbeast has almost no spikes and look like bumps, hinting it is a young bewilderbeast",2026-01-31T13:26:12Z,1,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4372,Surprise,0.6876
youtube,oCvWUtZDrYE,@staticwxlf8082,"the bewilderbeast egg is the alpha that hiccups mom had, at the very end of the series you see her come and take the egg, and that leads up to the 2nd movie",2026-01-29T22:06:31Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5643,Surprise,0.947
youtube,oCvWUtZDrYE,@KevinJohnson-c4y,It will be in the 4th one,2026-01-28T00:52:29Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.7987,Neutral,0.7757
youtube,oCvWUtZDrYE,@tapaitausaitujoe3189,But toothless is alfa now and king of drangon,2026-01-27T00:53:35Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.3711,Anger,0.767
youtube,oCvWUtZDrYE,@lilylaine532,i am excited of how to train your dragon 4,2026-01-26T00:18:37Z,0,2026-02-21T11:17:46.972910,Positive,1,5.0,5,0.758,Joy,0.9877
youtube,oCvWUtZDrYE,@joey2-u6p,No no no no That bewilderbeast egg Is the same bewilderbeast in httyd 2,2026-01-25T00:36:55Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.7322,Surprise,0.8748
youtube,oCvWUtZDrYE,@LancelaurelMorelia,Pls another cus when gray bewilderbeast kill white one what happened,2026-01-20T08:40:12Z,1,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.7855,Neutral,0.4971
youtube,oCvWUtZDrYE,@Shadowplayz2000,what if it had already been there for decades? then it hatched.,2026-01-12T11:15:58Z,1,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.4592,Surprise,0.7138
youtube,oCvWUtZDrYE,@RishabhSiddhartha-k8s,it would be nice if there is a 4th movie where the egg is shown and it could be like johann is alive and he is the main antagonist because he didnt completely die,2026-01-09T06:33:52Z,1,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.4462,Joy,0.8471
youtube,oCvWUtZDrYE,@JohnLimus-o8r,It took 20 years until hiccup met his mom bro,2026-01-03T06:31:57Z,1,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.6081,Neutral,0.6665
youtube,oCvWUtZDrYE,@JulianWeerasinghe,There's one in the hidden world,2026-01-01T22:15:13Z,1,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.6059,Neutral,0.8961
youtube,oCvWUtZDrYE,@Moegamat-TapeRinquest,P😮😮😮😮😮😮😮,2026-01-01T07:38:50Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.3703,Neutral,0.6463
youtube,oCvWUtZDrYE,@AntonioMwaura-e5x,It's the same dude,2025-12-31T10:42:16Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.4688,Neutral,0.8594
youtube,oCvWUtZDrYE,@theonewhocleanmyball,Maybe he will be the new king because toothpaste is becoming old,2025-12-29T06:47:06Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.6082,Neutral,0.9168
youtube,oCvWUtZDrYE,@juliusandree31,And I thought the bewilderbeast was from the egg hiccup found so everything was just a lie……,2025-12-28T03:19:11Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.8679,Surprise,0.9527
youtube,oCvWUtZDrYE,@theonewhocleanmyball,Hope they made another one because I miss the white bewilderbeast since he died I already miss him,2025-12-27T11:04:48Z,0,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.7858,Sadness,0.9292
youtube,oCvWUtZDrYE,@MohammadGamingMobile,BRO CARTOON LOGIC,2025-12-26T20:16:30Z,6,2026-02-21T11:17:46.972910,Negative,-1,0.0,5,0.65,Neutral,0.876
youtube,oCvWUtZDrYE,@Jacks0n-g3k7v,your wrong-wait I think your right...,2025-12-23T13:36:04Z,0,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5882,Anger,0.3525
youtube,oCvWUtZDrYE,@ceritadunia7570,I think the bewilder beast egg was found by drago and turned it into his dragon,2025-12-22T15:31:55Z,1,2026-02-21T11:17:46.972910,Neutral,0,2.5,5,0.5012,Surprise,0.6536
